"customer_unique_id","customer_status"
"0136e40591d769adfb219f167a691487","Churned"
"01376b24e146a15f52ca8382af02fe62","Churned"
"0137839e600d4edd0949a8ce7c171164","Churned"
"0139884762afa50d78fe480646fe92b5","Churned"
"0139d2cb6ca3b630b5833d49634d328e","Churned"
"013ae505c83f5fb1905ed23afdafd3a2","Churned"
"013f3d6549189a4802a268131ef47a77","Churned"
"013f4353d26bb05dc6652f1269458d8d","Churned"
"01413c132b54b9b7dfadc2ee71ef78c8","Churned"
"014593e48e9119391b9c70206fcadca8","Churned"
"0145b1b14166b43baa374daddffca8fd","Churned"
"0145bfdfe85402b2249c7437bd297a07","Churned"
"01469c41b00bb21cd01d2104b8e81384","Churned"
"014dc284927e986549bf255eb79eb3ab","Churned"
"014fa2f37ee690774a7505252a28daf3","Churned"
"01512524d623f78040531c0d8e20a772","Churned"
"0151b5ff5b5d642815f094f303e7052a","Churned"
"0151cf157e4682357e62be311f4823b7","Churned"
"01531f72337b960a58cdba9c94e96d1a","Churned"
"015366a7c13024e36f1f125d8f9a9e67","Churned"
"0153b79c47a4953a7dad6fb93ab45a02","Churned"
"015557c9912277312b9073947804a7ba","Churned"
"01561f92006fd3ba8a8a4246b7f38101","Churned"
"01575c2596c13ff2422df080a71b481b","Churned"
"0158b70c1d28da409abddfcaa5f0801a","Churned"
"015ba10edbe7988bff82867b4480c225","Churned"
"015dc4d69b97b8784298de6c9484797b","Churned"
"015f170c7abe45372b9f0414d901e71b","Churned"
"015fcc1fe9d3319fb41b08e986684598","Churned"
"0161783a9f93dcefde5ea508501713b2","Churned"
"0161ede24e46b8e50ed493e5f8b3b305","Churned"
"016201b260065cecbb315f4de0b0dc76","Churned"
"016846e2dd862cba9a2a10eff5ac244f","Churned"
"016a461e59c71a989c278fb565441696","Churned"
"016a528e7cb02b29de37ea55cf89b9d1","Churned"
"016ac660c79288138b5d6d3570eadc9d","Churned"
"016c60628fc64e15fa5990e58a0b57c1","Churned"
"016e32e564ee03416c6f73e44a4e802a","Churned"
"016feebfaba953a2456d3a063b8eb8ef","Churned"
"0176190d05dbc46f20484610a0a0e1fb","Churned"
"0177c9c4715fe173b9c26fdd95a94579","Churned"
"0178df128a2cb4f9914c8c3beb8a57f6","Churned"
"017adfe7897c78902d9f7d58cd855990","Churned"
"017c61c786dae249f339e690764ec7e6","Churned"
"017c7f75ca30943882f48d5fda81e2df","Churned"
"017d9afa17ebea3b2a7c03ed6bc954be","Churned"
"017fa9ba22880652e440025a91d5a66b","Churned"
"017fde295de136549d89d951da362287","Churned"
"0181f57a87c6a2f0e0fe2807f67aef0e","Churned"
"01838e7d69d87bd8ff2b6ff06789adfb","Churned"
"018875156db79cf3fb697342f256c329","Churned"
"0189137aa093295df2116467b8201d66","Churned"
"0189334b410cf5340ba839359af8a959","Churned"
"018974568b0b5a8c395465dee270c3a9","Churned"
"0189955e61056a22dd6e7cb03603a149","Churned"
"0189cca3aa2a0f75ca0cde94ee38be57","Churned"
"018ad5828f8f66b69604caabd0aa78ca","Churned"
"018b0a8d048e41f2d1f55e56dcbd335c","Churned"
"018b5a7502c30eb5f230f1b4eb23a156","Churned"
"018ccb97f791b89dc7ae72b4a114b00a","Churned"
"018e2017f47d05d438effa6d15061c2d","Churned"
"019322e670d197f31413176b865880fd","Churned"
"01977d0ffb59b3b64796aeec649edec8","Churned"
"0197bf8828afdb5ef6a6f7446a52607e","Churned"
"0199360d5869b53eece5870f3bd1ef0e","Churned"
"019954cc9c2ceb2084881eefdf48f0f9","Churned"
"019ac5580a897d52e5ed6f7ed89ade27","Churned"
"019c20bc411068e6f296cd471ac8425b","Churned"
"019cd54cc450bdfb2de3e83dced0c511","Churned"
"019d47513bb1164cc83fc2d6d7123ef8","Churned"
"019e6c1c524669436535388a1cd5cefd","Churned"
"019f29cee4d4031f59fed390d3cd0bc7","Churned"
"01a013f2d3d7b0fa074a09d3e6e7b611","Churned"
"01a0f3dc3a406f7fc8593565e1a50b4f","Churned"
"01a20270c305052404127be803843f2f","Churned"
"01a3427def071b9efaf74a817c4e023b","Churned"
"01a379e7c61f254c6c1bfc842b4d9416","Churned"
"01a8574d68d5a495ebe94a4790f6fe34","Churned"
"01a8a2fa13dad647949ff57927e63b0d","Churned"
"01aa30b6c0412a1548fc29e2c98033cf","Churned"
"01aae089a9f716c2d948a24c5406603d","Churned"
"01ae92e9e94bec47e10ef885402cfe54","Churned"
"01b0d417af24703a0b20cbe71f354285","Churned"
"01b466cc9a9e663eb04f4b8890dbc5f1","Churned"
"01b531d9fa14ce8894156d72f7ee8b92","Churned"
"01b6eceb8d393992f590cdb60a41e388","Churned"
"01b7463b1d6850a0ddfb4a93e05d0671","Churned"
"01b84e3fa2897be6eec7fadddb3d56f3","Churned"
"01bdeb2c0f524bb2119a8c0cd5419f5f","Churned"
"01be09e08ce97be4356a7c93bda4ee70","Churned"
"01bf87cfe6b10b53c057c03b9e7d034f","Churned"
"01c12b236caa6f6d630b985da0ab5d30","Churned"
"01c15633aa5baf9c6d2685354fd82747","Churned"
"01c228e91a729c993c054756eaeb680c","Churned"
"01c289bb06354cdc7e6549570f20ada4","Churned"
"01c6812053d3159e3f8f0a3d92af3cc5","Churned"
"01cad597bb1c8c79b2115a6204ab7f8c","Churned"
"01cd5bbfc2ee49abdafb429522b93fce","Churned"
"01cf555dad51551a56a1bdc9fbf2acd6","Churned"
"01d0f02781924f788fd9d0521663fae0","Churned"
"01d1444a9676bab441621b52773035e9","Churned"
"01d4133dfc24adea1d8d8b7f5ee44aa4","Churned"
"01d46b5cad3cda9c22f52df41197a671","Churned"
"01d4d353f424ed250bf892af49d30abe","Churned"
"01d8df79b0fe245a03928d53fc25c223","Churned"
"01daeb09de8f07882ccd4319ffbc4693","Churned"
"01deea8faf538e657bf2b1cb6b6c24f1","Churned"
"01e0008efc8b3804e274ff934ba017c9","Churned"
"01e019838e4e21dd66bb6f69352334f8","Churned"
"01e80828765c999c3f5a7713f3912309","Churned"
"01e8bcc3377762cf85025138b2901947","Churned"
"01ec66cacd4c45d04f9ee2a1c25bb20b","Churned"
"01ecc1f1f21f05d0736c99d92646f132","Churned"
"01ece9ffbb6a00db5549188bc410e878","Churned"
"01ed8df97a21e2f15521f9758554b32b","Churned"
"01ef3ec35f556231aee2f73e8bc6f8a0","Churned"
"01f173d576ec0a01bbe13dccf0942696","Churned"
"01f1af590b3fa6e09ee79551635926b4","Churned"
"01f382f4c95df31e05e27f1151a015a0","Churned"
"01f6fa760c8cee5fef785c7a73321534","Churned"
"01fdfc6e1f85ad504461c6699adb246c","Churned"
"01fee81dfa09d00693bbb79aaf922f89","Churned"
"02022a08ed3a2e736777b7b71389c62c","Churned"
"02029b32d4185a32a888c3f2d4d8839f","Churned"
"020504cfbef989c034f403ab0076c408","Churned"
"0206119a2f332d97fb68a9c1f592b2dc","Churned"
"0209a0a5c96cc50dd1bbe71e3730af2a","Churned"
"0209cc2349a03f00567bb9d24a459829","Churned"
"020a1ffcfaf43c6003111eaa33faa6c9","Churned"
"020aa2d69bca8c7a0b3da5f8e602c26d","Churned"
"020ac38b920d61317bc3e7e2d1e3602b","Churned"
"020f91981e05247250ccaa0ba69364d6","Churned"
"0213ec5289d86c40bda69ed571b5853f","Churned"
"0214a2864bcff8020dbe8c40a2e9d26a","Churned"
"02168ea18740a0fdaaa15f11bebba5db","Churned"
"021a4369c52a67fdaa1a923dada92cf2","Churned"
"021ab4ee1c733fef68ef3ddbb6c4ea7e","Churned"
"021bca90c906d19b425e192070eb6f68","Churned"
"021dbb48a965542d846e18a6799d37c0","Churned"
"021f9b70becbc032905f24f7e6c2d7d7","Churned"
"0220cae7a876f841ad3924e84b29861a","Churned"
"02248d5e7ec365ab4fe76975be1449a6","Churned"
"02251550f4d16aca44ce66e4263c0522","Churned"
"02278b7fe04a285092542fa4313cdc31","Churned"
"0228e299d1cabeaf9be64b5ccd784c97","Churned"
"022e9ef39a8047a24a813f57ad382b94","Churned"
"023196e0c7c9f50e21677e45cc6d539a","Churned"
"02333854bb2fa366a65a44ff189a55cb","Churned"
"023571745d76e09f8bd5477af28f605e","Churned"
"02359eb55cd801c825452c46c59d416f","Churned"
"023a46a22f869dafae9c900b45b8622d","Churned"
"023a5f2429a60d00c9c26887b95c6c80","Churned"
"023c86aec9feb3a43c76311813f04a3e","Churned"
"023c8fe9cea056407269dfe9bdd57a8c","Churned"
"0242712d1c9c34808dfa88c597c7b0f9","Churned"
"0242e42b2210c764b47e099ddeacd742","Churned"
"0245997602d4ec43390590e43dfd39d9","Churned"
"0246128cbe42bad650aca67dea148ecb","Churned"
"0246f8de7fe5a9cb5e3a3fffa3cf0da4","Churned"
"024741ae16493ea617e06ecc277c7069","Churned"
"0247fad5e7e46592d7216d01e9a2d7f6","Churned"
"024879685782c26ab2f0365fbea37967","Churned"
"024ab36a6207906cf0d2767466419017","Churned"
"024bc6c3997170f0ca30edba8ba8aa55","Churned"
"024cf57b6da1f225b8b130dcd9093af9","Churned"
"024f153bf5ff2f378be3577f3248f283","Churned"
"024f45263b6a8d9d49b30c4251cfe86c","Churned"
"0250e6330823590753c1268c9bf15446","Churned"
"025243a8f6e8e4afd7def031078725bf","Churned"
"0252e35d8aa0b7b19eb4fb96783bafca","Churned"
"02552fea6f4fa9a5c61bf9d22408ae73","Churned"
"0256a460aa82066254d63d60bc21076e","Churned"
"0256fe01df094f555379b7d453ba22fc","Churned"
"02574dbc91dbde4c31f8c4e5ccd4f808","Churned"
"02578a30eaf25ecf087a3728dc04b85a","Churned"
"0258ab8ce9fe72c23efb37dd0dcf1307","Churned"
"025bc857299fac3e5c699322d2a1485d","Churned"
"025d137104467c3e5c07018d9d0bb6fa","Churned"
"025e14cd691e409911edc1cc255115a7","Churned"
"025e4cdbeeffdff36f7f289a4b714965","Churned"
"025fef1b215081d46d39595c7b67c9a5","Churned"
"02620ba8f4c9b8583a78fbabcbf155cc","Churned"
"0263cd21a17b7b8396e582d110c6ad3c","Churned"
"02682c9a04df6a3e140e2e7eb78fa693","Churned"
"026888d959225b8c5d57f6f0fdb54470","Churned"
"026928fd79018e3c6b635da82781eb62","Churned"
"026af3cfcaac056ac62feb8457cbfaa6","Churned"
"026bae191fa488af0155ef3eba3d4a79","Churned"
"026c7e2e8e363c7e734a716f9c70dfc3","Churned"
"026d1aaa74457b39204f1ee240db2bc7","Churned"
"026d6aade0923331c6065e5daa7aafda","Churned"
"026e135c007282454338db204e44381f","Churned"
"02772b907240626d358384cfc854b6eb","Churned"
"027803eb28cc01fbdf5da72b109fabee","Churned"
"0278b3b0c4368280c3a17faa0be4311f","Churned"
"027a8a853eac346c3bf686f95289b761","Churned"
"027c8551b090d915b6c779c7e970ffef","Churned"
"027ca2556afdb5bb0741b214c6380bb2","Churned"
"027ce05786a9c91b427cf168e82819e0","Churned"
"027d5c59887b8a32f409adb105c9cee8","Churned"
"027e682a11d8db5a162f01e1b59700cb","Churned"
"027ef1dce56b52802c3d35cd5beda928","Churned"
"0280239e6c4add91b8a415d9b2566649","Churned"
"0280c3bae373e59fd0f564cf9b0188a1","Churned"
"028296541bfb0fe84ab460804e4c0dce","Churned"
"02844e55117602121bb79fe70a59522a","Churned"
"02848edda6ee321f306660a8399d8cc9","Churned"
"0284ca4015977edc8413c917b8e68355","Churned"
"028610eb2f6daf6bb4c37e1bd2b42210","Churned"
"02880ecd2c905f0a16fa1ae3d0884b1b","Churned"
"02889f45776f057efa2323d295406cf2","Churned"
"028ae0b8c77250d12323b40f2cbb38c7","Churned"
"028b8434bd4a6277e77f5b327cc1e1b0","Churned"
"028bb7f0b0813c2df891b680c35b5f63","Churned"
"028df9d72fe22595a5da837157f1258b","Churned"
"028f21bc914b92ebd3d90710df2363b0","Churned"
"02900dde8414f41aa7e3e6394eb08871","Churned"
"029800f459300049c50c59dcc4244e44","Churned"
"029939dc94df37cac6ac39bb3e55562f","Churned"
"0299711900aa07c0fe4961eb253431f8","Churned"
"0299fedc3f190307e87f32483a9ba4fd","Churned"
"029f24823177b442913b23816ee59e17","Churned"
"02a09961a48dc54166f61f00c8fcd7e5","Churned"
"02a81ef75e80450061b235f691600dc0","Churned"
"02aa4845dc6ee08624bcc899ad684b33","Churned"
"02ab167135d5d29cdc77b3147d75c1ef","Churned"
"02ab4d19fd037fa00ad9892f7d529a8f","Churned"
"02abda54135beba6c872bc929d06be83","Churned"
"02ac2bb64dac05fb338809262ff33a49","Churned"
"02ae5429a2a0c57554a8d4b7ed04b7e2","Churned"
"02b13b8c07bd3209940a10fdbc724545","Churned"
"02b3eb3619fdcba4c5a8e5d9ad6c97f2","Churned"
"02b741ab4dd2d378208995cbd59d4926","Churned"
"02b7724060835bd13b499a886cbbcef5","Churned"
"02b7e451968fd1f2793047ff025d18dc","Churned"
"02b9defff3fd946df37af806a194a49b","Churned"
"02ba172a1f7657976fc944d9f55aeba4","Churned"
"02ba802031bd2351ccc570b0d7581592","Churned"
"02bb821f9cd6c3079ecb9fed96232e18","Churned"
"02beeff55d95ac493f904fb9cdb786b3","Churned"
"02c163ec34a9218f6f3e1e1a7b9aeb28","Churned"
"02c233db34d21b47050e9db36aeec3ff","Churned"
"02c2bf0584517bcaf707619e633fa6ee","Churned"
"02c2da81e0468b7b62d6bacca02679e6","Churned"
"02c39145f71fdb20ece3f92148868a06","Churned"
"02c50bd7d8493f3db0d49f4201ba0384","Churned"
"02c53bbdf9a343fbfe47d05e1ce96b20","Churned"
"02c56fe95ed4ef5fd0623142ffb83c28","Churned"
"02c661a1832c392b81d7ba1ebddf8796","Churned"
"02c74020c2a866ea8305ee2ac8c60a33","Churned"
"02c77985e45aa50795362b8a2013aac9","Churned"
"02c88975fab003e3b48958d6c5b2ad1b","Churned"
"02c9e0c05a817d4562ec0e8c90f29dba","Churned"
"02cb7a57062bb762678e321e15ffb11d","Churned"
"02cbd914a9195133282311e609f3b5d7","Churned"
"02cbdaaf4623b20082e2a5f80534a1af","Churned"
"02cc3b5d9fb4b6a27fcffba8640601d4","Churned"
"02cd1e304ed649e723e88c4ef3483397","Churned"
"02d01e34105848c4f70c643817d8b904","Churned"
"02d2056f0b969ca57a94ae2c1793e3cd","Churned"
"02d2c7276ffd446eaab3a3252e61b641","Churned"
"02d4b41ec93694d2e59f380190827a3e","Churned"
"02d50470ba933abc280ae8815ae03d74","Churned"
"02d5d0f30aa35ca5ea686bb9bec25b59","Churned"
"02d5f0b469260397c2d2582db813c2d0","Churned"
"02d7cc0037bb3563ed6bf98c5b0d9f0c","Churned"
"02d8301419d25947683ed2537556d0d3","Churned"
"02da8fcebd2647c0ed524014e68bc5ae","Churned"
"02db40f9986cb6f37717b59c84a58521","Churned"
"02dce383d5fe3e8c47dcbe9036f01403","Churned"
"02dd4969c23207b44ef9252dd7ef59f8","Churned"
"02de4549062c866411c4f35eb01a2355","Churned"
"02deaccb3c4b572f6d4fb48bcd4bbec5","Churned"
"02e341dda9a498db57a4ec9f47fc02e9","Churned"
"02e42ba4354c5aea7a08fc75d9f41b5f","Churned"
"02e43e4f1b48cdb9dcfe8ca5d35aafd2","Churned"
"02e5f63d2706fa1cdf1b54b66155db73","Churned"
"02e698078df64c35152a88cfe52d29fe","Churned"
"02e6a8a86c74efabd650f01e0c460a1d","Churned"
"02e8d64ed3a2d66ec146674efbfe3dd3","Churned"
"02eb2837e7302e52e996ebb4515ac3c5","Churned"
"02efca104f44478ca3578605b0106a40","Churned"
"02f075dab3fb75daf0df033125b9f97c","Churned"
"02f3f4574ac77170d5846d6a1a3be5e8","Churned"
"02f410767a69227b0e2bfa75efb1a3dc","Churned"
"02f74d858140191b360bddd6310357db","Churned"
"02f9070c2ed9e6fc09b8a6723318ce9b","Churned"
"02fb446e82415f8d22a44a8dd49c1954","Churned"
"02fc5276df6dd1ff4901e5eb9efdbb92","Churned"
"02fcb3cf7c2cd6a7754b488313aca1d5","Churned"
"02fcf5647b58c499084265949431fb7c","Churned"
"02fff5ce59fcb575447d2ce02f721ca0","Churned"
"0300e705496bf8c32c5dfd4a476885ba","Churned"
"0305702e9d9a9df14d9b7565c214477d","Churned"
"0305a6e7bb9bc4634c8bc9f134da0a36","Churned"
"0306523eba173aceb52ad42fbaadcd0e","Churned"
"0306e708bc20c7e3517227bbffbe5959","Churned"
"030839efe59a33d905f07a893f4aef8a","Churned"
"0308e864e3f6e3e891cf40ec378905b7","Churned"
"030a810edeec1ceea314282513023587","Churned"
"030bbb08936426953999d826bee954d6","Churned"
"030e8f4f620aaddbacfa53665f789fd0","Churned"
"030fbdd408131cb4235b5b7f241d727e","Churned"
"031236e057e0c70d7af9c22d5bf4690c","Churned"
"03123d7e0e62ae71737f4ceafe399495","Churned"
"0314eeaea06df4eba64cf4f30e4b0981","Churned"
"0315b4e89a92f6bea47352a62593167e","Churned"
"031622ad47dd31196b3f0d7171c5eddf","Churned"
"03182d685cfcca0c3eff28a79d40f037","Churned"
"031886d262097a55a2fafa6e9c5f4b32","Churned"
"031b6bf06cc2c9391a8a403cef221a1a","Churned"
"031cbf8ecc3bd65cafc7061d111f3613","Churned"
